bioguide_id,name,party,state,chamber,committees,top_industries_current_cycle,interest_group_ratings,external_links,notes
A000370,Alma Adams,D,NC,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/alma_adams/412607"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00035451""}",
D000230,Donald Davis,D,NC,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/donald_davis/456912"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00049636""}",
E000246,Charles (Chuck) Edwards,R,NC,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/charles_chuck_edwards/456914"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00049670""}",
F000477,Valerie Foushee,D,NC,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/valerie_foushee/456913"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00049652""}",
F000450,Virginia Foxx,R,NC,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/virginia_foxx/400643"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00026166""}",
H001101,Pat Harrigan,R,NC,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/pat_harrigan/457003"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00050144""}",
H001102,Mark Harris,R,NC,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/mark_harris/457002"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00035491""}",
H001067,Richard Hudson,R,NC,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/richard_hudson/412550"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00033630""}",
K000405,Brad Knott,R,NC,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/brad_knott/457004"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00053743""}",
M001240,Addison McDowell,R,NC,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/addison_mcdowell/457001"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00054055""}",
M001236,Tim Moore,R,NC,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/tim_moore/457005"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00053948""}",
M001210,Gregory Murphy,R,NC,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/gregory_murphy/412845"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00044027""}",
R000305,Deborah Ross,D,NC,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/deborah_ross/456831"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00038565""}",
R000603,David Rouzer,R,NC,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/david_rouzer/412641"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00033527""}",
F000482,Julie Fedorchak,R,ND,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/julie_fedorchak/457006"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00054800""}",
B001298,Don Bacon,R,NE,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/don_bacon/412713"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00037049""}",
F000474,Mike Flood,R,NE,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/mike_flood/456868"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00050145""}",
S001172,Adrian Smith,R,NE,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/adrian_smith/412217"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00027623""}",
G000604,Maggie Goodlander,D,NH,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/maggie_goodlander/457007"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00055218""}",
P000614,Chris Pappas,D,NH,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/chris_pappas/412795"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00042161""}",
W000822,Bonnie Watson Coleman,D,NJ,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/bonnie_watson_coleman/412644"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00036158""}",
C001136,Herbert Conaway,D,NJ,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/herbert_conaway/457008"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00026951""}",
V000133,Jefferson Van Drew,R,NJ,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/jefferson_van_drew/412796"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00042164""}",
G000583,Josh Gottheimer,D,NJ,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/josh_gottheimer/412714"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00036944""}",
K000398,Thomas Kean,R,NJ,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/thomas_kean/456917"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00027502""}",
M001229,LaMonica McIver,D,NJ,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/lamonica_mciver/456962"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00055172""}",
M001246,Analilia Mejia,D,NJ,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/analilia_mejia/457042""}",
M001226,Robert Menendez,D,NJ,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/robert_menendez/456918"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00049686""}",
N000188,Donald Norcross,D,NJ,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/donald_norcross/412606"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00036154""}",
P000034,Frank Pallone,D,NJ,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/frank_pallone/400308"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00000781""}",
P000621,Nellie Pou,D,NJ,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/nellie_pou/457009"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00055613""}",
S000522,Chris Smith,R,NJ,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/christopher_smith/400380"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00009816""}",
L000273,Teresa Leger Fernandez,D,NM,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/teresa_leger_fernandez/456835"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00044559""}",
S001218,Melanie Stansbury,D,NM,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/melanie_stansbury/456861"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00047871""}",
V000136,Gabriel (Gabe) Vasquez,D,NM,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/gabriel_gabe_vasquez/456919"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00049142""}",
A000369,Mark Amodei,R,NV,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/mark_amodei/412500"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00031177""}",
H001066,Steven Horsford,D,NV,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/steven_horsford/412559"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00033638""}",
L000590,Susie Lee,D,NV,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/susie_lee/412802"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00037247""}",
T000468,Dina Titus,D,NV,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/dina_titus/412318"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00030191""}",
C001067,Yvette Clarke,D,NY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/yvette_clarke/412221"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00026961""}",
E000297,Adriano Espaillat,D,NY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/adriano_espaillat/412718"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00034549""}",
G000597,Andrew Garbarino,R,NY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/andrew_garbarino/456836"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00046030""}",
G000602,Laura Gillen,D,NY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/laura_gillen/457010"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00050425""}",
G000599,Dan Goldman,D,NY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/dan_goldman/456923"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00051424""}",
J000294,Hakeem Jeffries,D,NY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/hakeem_jeffries/412561"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00033640""}",House Democratic Leader.
K000402,Timothy Kennedy,D,NY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/timothy_kennedy/456957"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00054366""}",
L000598,Nicolas LaLota,R,NY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/nicolas_lalota/456920"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00050419""}",
L000600,Nicholas Langworthy,R,NY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/nicholas_langworthy/456927"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00051431""}",
L000606,George Latimer,D,NY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/george_latimer/457011"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00054136""}",
L000599,Michael Lawler,R,NY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/michael_lawler/456924"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00051208""}",
M000317,Nicole Malliotakis,R,NY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/nicole_malliotakis/456837"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00044040""}",
M001231,John Mannion,D,NY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/john_mannion/457013"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00053112""}",
M001137,Gregory Meeks,D,NY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/gregory_meeks/400271"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00001171""}",
M001188,Grace Meng,D,NY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/grace_meng/412560"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00034547""}",
M001206,Joseph Morelle,D,NY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/joseph_morelle/412749"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00043207""}",
N000002,Jerrold Nadler,D,NY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/jerrold_nadler/400289"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00000939""}",
O000172,Alexandria Ocasio-Cortez,D,NY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/alexandria_ocasio_cortez/412804"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00041162""}",
R000622,Josh Riley,D,NY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/josh_riley/457012"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00049916""}",
R000579,Patrick Ryan,D,NY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/patrick_ryan/456871"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00041165""}",
S001196,Elise Stefanik,R,NY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/elise_stefanik/412648"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00035523""}",
S001201,Thomas Suozzi,D,NY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/thomas_suozzi/412717"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00038742""}",
T000478,Claudia Tenney,R,NY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/claudia_tenney/412720"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00036351""}",
T000469,Paul Tonko,D,NY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/paul_tonko/412319"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00030196""}",
T000486,Ritchie Torres,D,NY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/ritchie_torres/456838"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00044346""}",
V000081,Nydia Velázquez,D,NY,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/nydia_velazquez/400416"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00001102""}",
B001306,Troy Balderson,R,OH,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/troy_balderson/412747"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00042194""}",
B001281,Joyce Beatty,D,OH,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/joyce_beatty/412565"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00033904""}",
B001313,Shontel Brown,D,OH,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/shontel_brown/456863"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00047875""}",
C001126,Mike Carey,R,OH,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/mike_carey/456864"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00048568""}",
D000626,Warren Davidson,R,OH,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/warren_davidson/412675"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00038767""}",
J000289,Jim Jordan,R,OH,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/jim_jordan/412226"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00027894""}",
J000295,David Joyce,R,OH,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/david_joyce/412566"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00035007""}",
K000009,Marcy Kaptur,D,OH,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/marcy_kaptur/400211"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00003522""}",
L000601,Greg Landsman,D,OH,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/greg_landsman/456928"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00049718""}",
L000566,Robert Latta,R,OH,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/robert_latta/412256"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00012233""}",
M001222,Max Miller,R,OH,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/max_miller/456929"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00048277""}",
R000619,Michael Rulli,R,OH,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/michael_rulli/456959"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00054190""}",
S001223,Emilia Sykes,D,OH,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/emilia_sykes/456930"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00050165""}",
T000490,David Taylor,R,OH,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/david_taylor/457014"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00054098""}",
T000463,Michael Turner,R,OH,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/michael_turner/400411"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00025175""}",
B000740,Stephanie Bice,R,OK,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/stephanie_bice/456841"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00044579""}",
B001317,Josh Brecheen,R,OK,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/josh_brecheen/456931"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00051106""}",
C001053,Tom Cole,R,OK,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/tom_cole/400077"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00025726""}",
H001082,Kevin Hern,R,OK,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/kevin_hern/412748"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00040829""}",
L000491,Frank Lucas,R,OK,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/frank_lucas/400247"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00005559""}",
B000668,Cliff Bentz,R,OR,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/cliff_bentz/456842"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00045773""}",
B001278,Suzanne Bonamici,D,OR,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/suzanne_bonamici/412501"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00033474""}",
B001326,Janelle Bynum,D,OR,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/janelle_bynum/457016"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00052777""}",
D000635,Maxine Dexter,D,OR,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/maxine_dexter/457015"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00054144""}",
H001094,Valerie Hoyle,D,OR,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/valerie_hoyle/456932"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00049734""}",
S001226,Andrea Salinas,D,OR,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/andrea_salinas/456934"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00049738""}",
B001296,Brendan Boyle,D,PA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/brendan_boyle/412652"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00035307""}",
B001327,Robert Bresnahan,R,PA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/robert_bresnahan/457018"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00053588""}",
D000631,Madeleine Dean,D,PA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/madeleine_dean/412809"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00042894""}",
D000530,Chris Deluzio,D,PA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/chris_deluzio/456936"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00049160""}",
E000296,Dwight Evans,D,PA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/dwight_evans/412677"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00038450""}",
F000466,Brian Fitzpatrick,R,PA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/brian_fitzpatrick/412721"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00038779""}",
H001085,Chrissy Houlahan,D,PA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/chrissy_houlahan/412810"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00040949""}",
J000302,John Joyce,R,PA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/john_joyce/412812"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00043242""}",
K000376,Mike Kelly,R,PA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/mike_kelly/412465"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00031647""}",
L000602,Summer Lee,D,PA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/summer_lee/456935"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00049757""}",
M001230,Ryan Mackenzie,R,PA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/ryan_mackenzie/457017"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00041866""}",
M001204,Daniel Meuser,R,PA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/daniel_meuser/412811"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00029416""}",
P000605,Scott Perry,R,PA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/scott_perry/412569"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00034120""}",
R000610,Guy Reschenthaler,R,PA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/guy_reschenthaler/412813"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00041871""}",
S001205,Mary Scanlon,D,PA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/mary_scanlon/412750"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00042706""}",
S001199,Lloyd Smucker,R,PA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/lloyd_smucker/412722"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00038781""}",
T000467,Glenn Thompson,R,PA,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/glenn_thompson/412317"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00029736""}",
H001103,Pablo José Hernández Rivera,D,PR,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/pablo_jose_hernandez_rivera/457019"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00052286""}",
A000380,Gabe Amo,D,RI,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/gabe_amo/456955"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00052615""}",
M001223,Seth Magaziner,D,RI,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/seth_magaziner/456937"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00050458""}",
B001325,Sheri Biggs,R,SC,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/sheri_biggs/457020"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00054222""}",
C000537,Jim Clyburn,D,SC,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/james_clyburn/400075"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00002408""}",
F000478,Russell Fry,R,SC,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/russell_fry/456938"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00049165""}",
M000194,Nancy Mace,R,SC,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/nancy_mace/456843"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00035670""}",
N000190,Ralph Norman,R,SC,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/ralph_norman/412738"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00027783""}",
T000480,William Timmons,R,SC,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/william_timmons/412815"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00042715""}",
W000795,Joe Wilson,R,SC,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/joe_wilson/400433"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00024809""}",
J000301,Dusty Johnson,R,SD,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/dusty_johnson/412816"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00040559""}",
B001309,Tim Burchett,R,TN,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/tim_burchett/412817"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00041594""}",
C001068,Steve Cohen,D,TN,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/steve_cohen/412236"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00003225""}",
D000616,Scott DesJarlais,R,TN,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/scott_desjarlais/412477"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00030957""}",
V000139,Matt Van Epps,R,TN,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/matt_van_epps/457038""}",
F000459,Chuck Fleischmann,R,TN,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/charles_fleischmann/412476"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00030815""}",
H001086,Diana Harshbarger,R,TN,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/diana_harshbarger/456844"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00046688""}",
K000392,David Kustoff,R,TN,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/david_kustoff/412724"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00025445""}",
O000175,Andrew Ogles,R,TN,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/andrew_ogles/456939"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00050943""}",
R000612,John Rose,R,TN,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/john_rose/412818"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00041599""}",
A000375,Jodey Arrington,R,TX,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/jodey_arrington/412726"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00038285""}",
